image_path,target
./image_data/preprocessing_images\V\V315.jpg,21.0
./image_data/preprocessing_images\H\H117.jpg,7.0
./image_data/preprocessing_images\U\U906.jpg,20.0
./image_data/preprocessing_images\T\T761.jpg,19.0
./image_data/preprocessing_images\J\J132.jpg,9.0
./image_data/preprocessing_images\W\W402.jpg,22.0
./image_data/preprocessing_images\J\J298.jpg,9.0
./image_data/preprocessing_images\I\I106.jpg,8.0
./image_data/preprocessing_images\Q\Q247.jpg,16.0
./image_data/preprocessing_images\W\W915.jpg,22.0
./image_data/preprocessing_images\Z\Z466.jpg,25.0
./image_data/preprocessing_images\F\F422.jpg,5.0
./image_data/preprocessing_images\L\L388.jpg,11.0
./image_data/preprocessing_images\space\space428.jpg,28.0
./image_data/preprocessing_images\K\K696.jpg,10.0
./image_data/preprocessing_images\Z\Z766.jpg,25.0
./image_data/preprocessing_images\D\D324.jpg,3.0
./image_data/preprocessing_images\D\D353.jpg,3.0
./image_data/preprocessing_images\V\V684.jpg,21.0
./image_data/preprocessing_images\X\X92.jpg,23.0
./image_data/preprocessing_images\Z\Z608.jpg,25.0
./image_data/preprocessing_images\S\S432.jpg,18.0
./image_data/preprocessing_images\E\E215.jpg,4.0
./image_data/preprocessing_images\I\I663.jpg,8.0
./image_data/preprocessing_images\U\U233.jpg,20.0
./image_data/preprocessing_images\space\space69.jpg,28.0
./image_data/preprocessing_images\G\G44.jpg,6.0
./image_data/preprocessing_images\U\U73.jpg,20.0
./image_data/preprocessing_images\V\V94.jpg,21.0
./image_data/preprocessing_images\M\M788.jpg,12.0
./image_data/preprocessing_images\P\P98.jpg,15.0
./image_data/preprocessing_images\T\T120.jpg,19.0
./image_data/preprocessing_images\V\V826.jpg,21.0
./image_data/preprocessing_images\E\E114.jpg,4.0
./image_data/preprocessing_images\F\F641.jpg,5.0
./image_data/preprocessing_images\H\H584.jpg,7.0
./image_data/preprocessing_images\S\S444.jpg,18.0
./image_data/preprocessing_images\Z\Z612.jpg,25.0
./image_data/preprocessing_images\F\F463.jpg,5.0
./image_data/preprocessing_images\space\space644.jpg,28.0
./image_data/preprocessing_images\P\P977.jpg,15.0
./image_data/preprocessing_images\R\R963.jpg,17.0
./image_data/preprocessing_images\R\R367.jpg,17.0
./image_data/preprocessing_images\P\P469.jpg,15.0
./image_data/preprocessing_images\S\S967.jpg,18.0
./image_data/preprocessing_images\space\space295.jpg,28.0
./image_data/preprocessing_images\J\J384.jpg,9.0
./image_data/preprocessing_images\I\I37.jpg,8.0
./image_data/preprocessing_images\U\U716.jpg,20.0
./image_data/preprocessing_images\W\W161.jpg,22.0
./image_data/preprocessing_images\del\del736.jpg,26.0
./image_data/preprocessing_images\K\K341.jpg,10.0
./image_data/preprocessing_images\space\space107.jpg,28.0
./image_data/preprocessing_images\N\N239.jpg,13.0
./image_data/preprocessing_images\G\G318.jpg,6.0
./image_data/preprocessing_images\U\U938.jpg,20.0
./image_data/preprocessing_images\nothing\nothing736.jpg,27.0
./image_data/preprocessing_images\H\H672.jpg,7.0
./image_data/preprocessing_images\H\H740.jpg,7.0
./image_data/preprocessing_images\W\W216.jpg,22.0
./image_data/preprocessing_images\E\E476.jpg,4.0
./image_data/preprocessing_images\K\K454.jpg,10.0
./image_data/preprocessing_images\E\E228.jpg,4.0
./image_data/preprocessing_images\U\U27.jpg,20.0
./image_data/preprocessing_images\D\D887.jpg,3.0
./image_data/preprocessing_images\G\G428.jpg,6.0
./image_data/preprocessing_images\I\I153.jpg,8.0
./image_data/preprocessing_images\nothing\nothing377.jpg,27.0
./image_data/preprocessing_images\space\space198.jpg,28.0
./image_data/preprocessing_images\Y\Y196.jpg,24.0
./image_data/preprocessing_images\space\space831.jpg,28.0
./image_data/preprocessing_images\V\V548.jpg,21.0
./image_data/preprocessing_images\X\X581.jpg,23.0
./image_data/preprocessing_images\S\S291.jpg,18.0
./image_data/preprocessing_images\del\del701.jpg,26.0
./image_data/preprocessing_images\C\C822.jpg,2.0
./image_data/preprocessing_images\V\V440.jpg,21.0
./image_data/preprocessing_images\V\V55.jpg,21.0
./image_data/preprocessing_images\C\C784.jpg,2.0
./image_data/preprocessing_images\P\P694.jpg,15.0
./image_data/preprocessing_images\K\K340.jpg,10.0
./image_data/preprocessing_images\Z\Z809.jpg,25.0
./image_data/preprocessing_images\Z\Z265.jpg,25.0
./image_data/preprocessing_images\J\J518.jpg,9.0
./image_data/preprocessing_images\B\B358.jpg,1.0
./image_data/preprocessing_images\S\S897.jpg,18.0
./image_data/preprocessing_images\M\M276.jpg,12.0
./image_data/preprocessing_images\Q\Q67.jpg,16.0
./image_data/preprocessing_images\X\X844.jpg,23.0
./image_data/preprocessing_images\A\A369.jpg,0.0
./image_data/preprocessing_images\W\W706.jpg,22.0
./image_data/preprocessing_images\X\X465.jpg,23.0
./image_data/preprocessing_images\C\C230.jpg,2.0
./image_data/preprocessing_images\S\S131.jpg,18.0
./image_data/preprocessing_images\L\L827.jpg,11.0
./image_data/preprocessing_images\W\W185.jpg,22.0
./image_data/preprocessing_images\R\R378.jpg,17.0
./image_data/preprocessing_images\L\L22.jpg,11.0
./image_data/preprocessing_images\J\J892.jpg,9.0
./image_data/preprocessing_images\M\M138.jpg,12.0
./image_data/preprocessing_images\P\P282.jpg,15.0
./image_data/preprocessing_images\D\D792.jpg,3.0
./image_data/preprocessing_images\F\F636.jpg,5.0
./image_data/preprocessing_images\S\S388.jpg,18.0
./image_data/preprocessing_images\space\space917.jpg,28.0
./image_data/preprocessing_images\B\B376.jpg,1.0
./image_data/preprocessing_images\A\A230.jpg,0.0
./image_data/preprocessing_images\L\L638.jpg,11.0
./image_data/preprocessing_images\del\del81.jpg,26.0
./image_data/preprocessing_images\E\E663.jpg,4.0
./image_data/preprocessing_images\G\G251.jpg,6.0
./image_data/preprocessing_images\R\R572.jpg,17.0
./image_data/preprocessing_images\M\M586.jpg,12.0
./image_data/preprocessing_images\U\U28.jpg,20.0
./image_data/preprocessing_images\Y\Y147.jpg,24.0
./image_data/preprocessing_images\N\N67.jpg,13.0
./image_data/preprocessing_images\C\C687.jpg,2.0
./image_data/preprocessing_images\O\O728.jpg,14.0
./image_data/preprocessing_images\C\C543.jpg,2.0
./image_data/preprocessing_images\J\J850.jpg,9.0
./image_data/preprocessing_images\S\S933.jpg,18.0
./image_data/preprocessing_images\E\E651.jpg,4.0
./image_data/preprocessing_images\J\J622.jpg,9.0
./image_data/preprocessing_images\N\N513.jpg,13.0
./image_data/preprocessing_images\O\O669.jpg,14.0
./image_data/preprocessing_images\Y\Y624.jpg,24.0
./image_data/preprocessing_images\S\S385.jpg,18.0
./image_data/preprocessing_images\O\O451.jpg,14.0
./image_data/preprocessing_images\P\P91.jpg,15.0
./image_data/preprocessing_images\S\S979.jpg,18.0
./image_data/preprocessing_images\X\X994.jpg,23.0
./image_data/preprocessing_images\M\M438.jpg,12.0
./image_data/preprocessing_images\W\W913.jpg,22.0
./image_data/preprocessing_images\E\E21.jpg,4.0
./image_data/preprocessing_images\U\U776.jpg,20.0
./image_data/preprocessing_images\U\U25.jpg,20.0
./image_data/preprocessing_images\W\W550.jpg,22.0
./image_data/preprocessing_images\V\V113.jpg,21.0
./image_data/preprocessing_images\N\N777.jpg,13.0
./image_data/preprocessing_images\nothing\nothing864.jpg,27.0
./image_data/preprocessing_images\A\A788.jpg,0.0
./image_data/preprocessing_images\O\O228.jpg,14.0
./image_data/preprocessing_images\Y\Y943.jpg,24.0
./image_data/preprocessing_images\H\H544.jpg,7.0
./image_data/preprocessing_images\W\W448.jpg,22.0
./image_data/preprocessing_images\M\M967.jpg,12.0
./image_data/preprocessing_images\O\O910.jpg,14.0
./image_data/preprocessing_images\F\F355.jpg,5.0
./image_data/preprocessing_images\R\R776.jpg,17.0
./image_data/preprocessing_images\D\D265.jpg,3.0
./image_data/preprocessing_images\I\I238.jpg,8.0
./image_data/preprocessing_images\K\K100.jpg,10.0
./image_data/preprocessing_images\Z\Z515.jpg,25.0
./image_data/preprocessing_images\W\W886.jpg,22.0
./image_data/preprocessing_images\E\E526.jpg,4.0
./image_data/preprocessing_images\D\D446.jpg,3.0
./image_data/preprocessing_images\O\O230.jpg,14.0
./image_data/preprocessing_images\space\space92.jpg,28.0
./image_data/preprocessing_images\I\I294.jpg,8.0
./image_data/preprocessing_images\D\D931.jpg,3.0
./image_data/preprocessing_images\nothing\nothing608.jpg,27.0
./image_data/preprocessing_images\O\O15.jpg,14.0
./image_data/preprocessing_images\space\space200.jpg,28.0
./image_data/preprocessing_images\nothing\nothing723.jpg,27.0
./image_data/preprocessing_images\E\E455.jpg,4.0
./image_data/preprocessing_images\E\E867.jpg,4.0
./image_data/preprocessing_images\H\H273.jpg,7.0
./image_data/preprocessing_images\Z\Z337.jpg,25.0
./image_data/preprocessing_images\A\A299.jpg,0.0
./image_data/preprocessing_images\V\V52.jpg,21.0
./image_data/preprocessing_images\F\F167.jpg,5.0
./image_data/preprocessing_images\K\K571.jpg,10.0
./image_data/preprocessing_images\Z\Z160.jpg,25.0
./image_data/preprocessing_images\A\A304.jpg,0.0
./image_data/preprocessing_images\E\E735.jpg,4.0
./image_data/preprocessing_images\L\L884.jpg,11.0
./image_data/preprocessing_images\O\O400.jpg,14.0
./image_data/preprocessing_images\nothing\nothing751.jpg,27.0
./image_data/preprocessing_images\Y\Y401.jpg,24.0
./image_data/preprocessing_images\H\H400.jpg,7.0
./image_data/preprocessing_images\D\D655.jpg,3.0
./image_data/preprocessing_images\Z\Z993.jpg,25.0
./image_data/preprocessing_images\W\W397.jpg,22.0
./image_data/preprocessing_images\W\W567.jpg,22.0
./image_data/preprocessing_images\M\M622.jpg,12.0
./image_data/preprocessing_images\Y\Y346.jpg,24.0
./image_data/preprocessing_images\A\A963.jpg,0.0
./image_data/preprocessing_images\D\D984.jpg,3.0
./image_data/preprocessing_images\P\P504.jpg,15.0
./image_data/preprocessing_images\W\W976.jpg,22.0
./image_data/preprocessing_images\space\space99.jpg,28.0
./image_data/preprocessing_images\I\I933.jpg,8.0
./image_data/preprocessing_images\space\space165.jpg,28.0
./image_data/preprocessing_images\F\F884.jpg,5.0
./image_data/preprocessing_images\space\space979.jpg,28.0
./image_data/preprocessing_images\T\T40.jpg,19.0
./image_data/preprocessing_images\del\del787.jpg,26.0
./image_data/preprocessing_images\W\W569.jpg,22.0
./image_data/preprocessing_images\space\space691.jpg,28.0
./image_data/preprocessing_images\I\I574.jpg,8.0
./image_data/preprocessing_images\X\X106.jpg,23.0
./image_data/preprocessing_images\V\V508.jpg,21.0
./image_data/preprocessing_images\W\W506.jpg,22.0
./image_data/preprocessing_images\N\N809.jpg,13.0
./image_data/preprocessing_images\W\W887.jpg,22.0
./image_data/preprocessing_images\nothing\nothing854.jpg,27.0
./image_data/preprocessing_images\F\F123.jpg,5.0
./image_data/preprocessing_images\S\S968.jpg,18.0
./image_data/preprocessing_images\P\P3.jpg,15.0
./image_data/preprocessing_images\O\O250.jpg,14.0
./image_data/preprocessing_images\A\A139.jpg,0.0
./image_data/preprocessing_images\O\O368.jpg,14.0
./image_data/preprocessing_images\F\F684.jpg,5.0
./image_data/preprocessing_images\O\O123.jpg,14.0
./image_data/preprocessing_images\H\H727.jpg,7.0
./image_data/preprocessing_images\B\B52.jpg,1.0
./image_data/preprocessing_images\F\F334.jpg,5.0
./image_data/preprocessing_images\V\V756.jpg,21.0
./image_data/preprocessing_images\Q\Q693.jpg,16.0
./image_data/preprocessing_images\space\space284.jpg,28.0
./image_data/preprocessing_images\S\S144.jpg,18.0
./image_data/preprocessing_images\K\K722.jpg,10.0
./image_data/preprocessing_images\O\O539.jpg,14.0
./image_data/preprocessing_images\nothing\nothing771.jpg,27.0
./image_data/preprocessing_images\T\T456.jpg,19.0
./image_data/preprocessing_images\Z\Z733.jpg,25.0
./image_data/preprocessing_images\V\V391.jpg,21.0
./image_data/preprocessing_images\T\T75.jpg,19.0
./image_data/preprocessing_images\Y\Y995.jpg,24.0
./image_data/preprocessing_images\R\R740.jpg,17.0
./image_data/preprocessing_images\L\L492.jpg,11.0
./image_data/preprocessing_images\I\I702.jpg,8.0
./image_data/preprocessing_images\del\del149.jpg,26.0
./image_data/preprocessing_images\I\I707.jpg,8.0
./image_data/preprocessing_images\W\W193.jpg,22.0
./image_data/preprocessing_images\N\N222.jpg,13.0
./image_data/preprocessing_images\A\A584.jpg,0.0
./image_data/preprocessing_images\O\O150.jpg,14.0
./image_data/preprocessing_images\F\F395.jpg,5.0
./image_data/preprocessing_images\E\E335.jpg,4.0
./image_data/preprocessing_images\V\V5.jpg,21.0
./image_data/preprocessing_images\M\M800.jpg,12.0
./image_data/preprocessing_images\X\X969.jpg,23.0
./image_data/preprocessing_images\C\C831.jpg,2.0
./image_data/preprocessing_images\P\P50.jpg,15.0
./image_data/preprocessing_images\G\G150.jpg,6.0
./image_data/preprocessing_images\I\I392.jpg,8.0
./image_data/preprocessing_images\U\U643.jpg,20.0
./image_data/preprocessing_images\Q\Q393.jpg,16.0
./image_data/preprocessing_images\J\J133.jpg,9.0
./image_data/preprocessing_images\G\G194.jpg,6.0
./image_data/preprocessing_images\V\V463.jpg,21.0
./image_data/preprocessing_images\J\J427.jpg,9.0
./image_data/preprocessing_images\Y\Y845.jpg,24.0
./image_data/preprocessing_images\N\N730.jpg,13.0
./image_data/preprocessing_images\J\J107.jpg,9.0
./image_data/preprocessing_images\E\E99.jpg,4.0
./image_data/preprocessing_images\nothing\nothing355.jpg,27.0
./image_data/preprocessing_images\B\B324.jpg,1.0
./image_data/preprocessing_images\V\V19.jpg,21.0
./image_data/preprocessing_images\N\N596.jpg,13.0
./image_data/preprocessing_images\J\J630.jpg,9.0
./image_data/preprocessing_images\E\E164.jpg,4.0
./image_data/preprocessing_images\B\B11.jpg,1.0
./image_data/preprocessing_images\P\P238.jpg,15.0
./image_data/preprocessing_images\C\C134.jpg,2.0
./image_data/preprocessing_images\G\G368.jpg,6.0
./image_data/preprocessing_images\C\C837.jpg,2.0
./image_data/preprocessing_images\K\K890.jpg,10.0
./image_data/preprocessing_images\D\D191.jpg,3.0
./image_data/preprocessing_images\K\K72.jpg,10.0
./image_data/preprocessing_images\space\space900.jpg,28.0
./image_data/preprocessing_images\W\W545.jpg,22.0
./image_data/preprocessing_images\nothing\nothing598.jpg,27.0
./image_data/preprocessing_images\D\D299.jpg,3.0
./image_data/preprocessing_images\K\K969.jpg,10.0
./image_data/preprocessing_images\Z\Z662.jpg,25.0
./image_data/preprocessing_images\J\J696.jpg,9.0
./image_data/preprocessing_images\S\S584.jpg,18.0
./image_data/preprocessing_images\P\P839.jpg,15.0
./image_data/preprocessing_images\T\T96.jpg,19.0
./image_data/preprocessing_images\Q\Q136.jpg,16.0
./image_data/preprocessing_images\D\D990.jpg,3.0
./image_data/preprocessing_images\H\H643.jpg,7.0
./image_data/preprocessing_images\D\D579.jpg,3.0
./image_data/preprocessing_images\J\J475.jpg,9.0
./image_data/preprocessing_images\D\D58.jpg,3.0
./image_data/preprocessing_images\M\M167.jpg,12.0
./image_data/preprocessing_images\N\N703.jpg,13.0
./image_data/preprocessing_images\B\B330.jpg,1.0
./image_data/preprocessing_images\I\I485.jpg,8.0
./image_data/preprocessing_images\C\C446.jpg,2.0
./image_data/preprocessing_images\B\B143.jpg,1.0
./image_data/preprocessing_images\P\P491.jpg,15.0
./image_data/preprocessing_images\J\J481.jpg,9.0
./image_data/preprocessing_images\L\L585.jpg,11.0
./image_data/preprocessing_images\B\B850.jpg,1.0
./image_data/preprocessing_images\Q\Q676.jpg,16.0
./image_data/preprocessing_images\K\K709.jpg,10.0
./image_data/preprocessing_images\U\U108.jpg,20.0
./image_data/preprocessing_images\D\D294.jpg,3.0
./image_data/preprocessing_images\D\D706.jpg,3.0
./image_data/preprocessing_images\M\M360.jpg,12.0
./image_data/preprocessing_images\M\M542.jpg,12.0
./image_data/preprocessing_images\K\K214.jpg,10.0
./image_data/preprocessing_images\T\T556.jpg,19.0
./image_data/preprocessing_images\B\B753.jpg,1.0
./image_data/preprocessing_images\R\R961.jpg,17.0
./image_data/preprocessing_images\T\T968.jpg,19.0
./image_data/preprocessing_images\I\I374.jpg,8.0
./image_data/preprocessing_images\I\I419.jpg,8.0
./image_data/preprocessing_images\space\space416.jpg,28.0
./image_data/preprocessing_images\Z\Z798.jpg,25.0
./image_data/preprocessing_images\Z\Z369.jpg,25.0
./image_data/preprocessing_images\U\U453.jpg,20.0
./image_data/preprocessing_images\G\G728.jpg,6.0
./image_data/preprocessing_images\J\J236.jpg,9.0
./image_data/preprocessing_images\A\A673.jpg,0.0
./image_data/preprocessing_images\S\S439.jpg,18.0
./image_data/preprocessing_images\Y\Y930.jpg,24.0
./image_data/preprocessing_images\B\B220.jpg,1.0
./image_data/preprocessing_images\Z\Z536.jpg,25.0
./image_data/preprocessing_images\J\J154.jpg,9.0
./image_data/preprocessing_images\U\U440.jpg,20.0
./image_data/preprocessing_images\K\K572.jpg,10.0
./image_data/preprocessing_images\I\I388.jpg,8.0
./image_data/preprocessing_images\Z\Z82.jpg,25.0
./image_data/preprocessing_images\R\R189.jpg,17.0
./image_data/preprocessing_images\G\G331.jpg,6.0
./image_data/preprocessing_images\nothing\nothing482.jpg,27.0
./image_data/preprocessing_images\H\H335.jpg,7.0
./image_data/preprocessing_images\G\G73.jpg,6.0
./image_data/preprocessing_images\A\A157.jpg,0.0
./image_data/preprocessing_images\K\K447.jpg,10.0
./image_data/preprocessing_images\L\L830.jpg,11.0
./image_data/preprocessing_images\C\C310.jpg,2.0
./image_data/preprocessing_images\M\M588.jpg,12.0
./image_data/preprocessing_images\P\P726.jpg,15.0
./image_data/preprocessing_images\T\T544.jpg,19.0
./image_data/preprocessing_images\G\G514.jpg,6.0
./image_data/preprocessing_images\W\W364.jpg,22.0
./image_data/preprocessing_images\C\C886.jpg,2.0
./image_data/preprocessing_images\U\U872.jpg,20.0
./image_data/preprocessing_images\R\R566.jpg,17.0
./image_data/preprocessing_images\Q\Q16.jpg,16.0
./image_data/preprocessing_images\F\F990.jpg,5.0
./image_data/preprocessing_images\D\D754.jpg,3.0
./image_data/preprocessing_images\Q\Q860.jpg,16.0
./image_data/preprocessing_images\V\V640.jpg,21.0
./image_data/preprocessing_images\M\M848.jpg,12.0
./image_data/preprocessing_images\O\O201.jpg,14.0
./image_data/preprocessing_images\L\L512.jpg,11.0
./image_data/preprocessing_images\K\K411.jpg,10.0
./image_data/preprocessing_images\N\N77.jpg,13.0
./image_data/preprocessing_images\B\B670.jpg,1.0
./image_data/preprocessing_images\A\A854.jpg,0.0
./image_data/preprocessing_images\I\I375.jpg,8.0
./image_data/preprocessing_images\U\U787.jpg,20.0
./image_data/preprocessing_images\I\I566.jpg,8.0
./image_data/preprocessing_images\X\X472.jpg,23.0
./image_data/preprocessing_images\space\space383.jpg,28.0
